Autores,Nombre_Publicacion,Año_pub_edicion,Año_original,Desfasaje,Confianza,Nota
morgan lewis,sistemas de consanguinidad y afinidad en la familia humana,2007,1871.0,136.0,alta,"La obra ""Systems of Consanguinity and Affinity of the Human Family"" de Lewis Henry Morgan fue publicada originalmente en 1871 por la Smithsonian Institution."
morgan lewis,systems of consanguinity and affinity of the human family,2007,1871.0,136.0,alta,"La obra ""Systems of Consanguinity and Affinity of the Human Family"" de Lewis Henry Morgan fue publicada originalmente en 1871 por la Smithsonian Institution."
mead margaret,macho y hembra. estudio de los sexos en un mundo en transición,1948,1949.0,-1.0,alta,"La primera edición original de ""Macho y hembra: Un estudio de los sexos en un mundo en transición"" de Margaret Mead fue publicada en inglés en 1949 por William Morrow and Company."
mead margaret,sexo y temperamento,1985,1935.0,50.0,alta,"La obra ""Sex and Temperament in Three Primitive Societies"" de Margaret Mead fue publicada originalmente en inglés en 1935."
mead margaret,"adolescencia, sexo y cultura en samoa",1993,1928.0,65.0,alta,"La obra ""Adolescencia, sexo y cultura en Samoa"" de Margaret Mead fue publicada originalmente en inglés en 1928 bajo el título ""Coming of Age in Samoa: A Psychological Study of Primitive Youth for West"
mead margaret,el correo de la unesco,1953,1948.0,5.0,alta,"""El Correo de la UNESCO"" se publicó por primera vez en 1948. El capítulo ""salud e higiene"" es un tema recurrente en la revista, no una obra independiente de Margaret Mead."
marx karl,antología,2015,1859.0,156.0,alta,"El ""Prólogo a Contribución a la crítica de la economía política"" de Karl Marx fue publicado originalmente en 1859 como parte de la obra ""Contribución a la crítica de la economía política"" (Zur Kritik "
marx karl,contribución a la crítica de la economía política,1859,1859.0,0.0,alta,"La obra ""Contribución a la crítica de la economía política"" de Karl Marx fue publicada originalmente en alemán en 1859."
marx karl,el 18 brumario de luis bonaparte,1999,1852.0,147.0,alta,"La obra ""El 18 Brumario de Luis Bonaparte"" de Karl Marx fue publicada originalmente en 1852 en la revista Die Revolution en Nueva York, bajo el título ""Der Achtzehnte Brumaire des Louis Bonaparte""."
bonfil batalla guillermo,anales de antropología,1972,1972.0,0.0,alta,"El artículo ""El concepto de indio en América: una categoría de la situación colonial"" de Guillermo Bonfil Batalla fue publicado por primera vez en Anales de Antropología, volumen 9, en 1972."
bonfil batalla guillermo,plural. antropologías desde américa latina y del caribe,2020,1972.0,48.0,alta,"El artículo ""El concepto de indio en América: una categoría de la situación colonial"" de Guillermo Bonfil Batalla fue publicado originalmente en Anales de Antropología de la UNAM en 1972."
maquiavelo nicolás,nc,1993,1532.0,461.0,alta,"Aunque ""El Príncipe"" fue escrito por Nicolás Maquiavelo en 1513, se publicó póstumamente en 1532 en su idioma original, el italiano."
malinowski bronislaw,los argonautas del pacífico occidental,1922,1922.0,0.0,alta,"La obra ""Argonauts of the Western Pacific"" de Bronislaw Malinowski fue publicada originalmente en inglés en 1922."
malinowski bronislaw,"magia, ciencia y religión",1985,1926.0,59.0,alta,"El capítulo ""El mito en la psicología primitiva"" fue publicado originalmente como un libro independiente en inglés en 1926 bajo el título ""Myth in Primitive Psychology"". La obra ""Magia, ciencia y reli"
malinowski bronislaw,nc,1973,1922.0,51.0,alta,"""Los Argonautas del Pacífico Occidental"" fue publicado originalmente en inglés en 1922. ""Crimen y Costumbre en la Sociedad Salvaje"" fue publicado originalmente en inglés en 1926. La solicitud combina "
malinowski bronislaw,the american journal of sociology,1943,1943.0,0.0,alta,"El artículo ""The Pan-African Problem of Culture Contact"" de Bronislaw Malinowski fue publicado originalmente en The American Journal of Sociology, Volumen 48, Número 6, en mayo de 1943."
malinowski bronislaw,the dynamics of culture change. an inquiry into race relations in africa,1945,1945.0,0.0,alta,"La obra fue publicada póstumamente en 1945, editada a partir de las notas de Malinowski por Phyllis Kaberry."
malinowski bronislaw,una teoría científica de la cultura,1948,1944.0,4.0,alta,"La obra ""A Scientific Theory of Culture and Other Essays"" de Bronislaw Malinowski fue publicada póstumamente en 1944 en inglés."
maquiavelo nicolás,cartas privadas de nicolás maquiavelo,1979,1810.0,169.0,alta,"La carta a Francesco Vettori del 10 de diciembre de 1513 fue divulgada por primera vez en 1810 a partir de una copia realizada por el nieto de Maquiavelo, Giuliano de' Ricci, ya que el manuscrito orig"
maquiavelo nicolás,el príncipe,1532,1513.0,19.0,alta,"""El Príncipe"" fue escrito por Nicolás Maquiavelo en 1513, aunque se publicó póstumamente en 1532."
maingueneau dominique,análisis de textos de comunicación,2009,1998.0,11.0,alta,"La primera publicación original de ""Analyser les textes de communication"" de Dominique Maingueneau fue en 1998 por la editorial Dunod en francés."
maingueneau dominique,discurso y análisis del discurso,2021,2014.0,7.0,alta,"La primera edición de ""Discours et analyse du discours: Une introduction"" de Dominique Maingueneau fue publicada en 2014 por Armand Colin."
marx karl,el capital. crítica de la economía política,2002,1867.0,135.0,alta,"El primer volumen de ""El Capital. Crítica de la economía política"" de Karl Marx se publicó originalmente en alemán en 1867."
marx karl,el capital: crítica de la economía política,1999,1867.0,132.0,alta,"El primer volumen de ""El Capital: Crítica de la Economía Política"" de Karl Marx fue publicado originalmente en alemán en 1867."
marx karl,el manifiesto del partido comunista,1997,1848.0,149.0,alta,"""El Manifiesto del Partido Comunista"" fue publicado por primera vez en Londres el 21 de febrero de 1848 en alemán, bajo el título ""Manifest der Kommunistischen Partei""."
marx karl,el oficio de sociólogo. presupuestos epistemológicos,2008,1903.0,105.0,alta,"""El oficio de sociólogo. presupuestos epistemológicos"" es una obra de Pierre Bourdieu, Jean-Claude Chamboredon y Jean-Claude Passeron, no de Karl Marx. Sin embargo, los capítulos ""Naturaleza e histori"
marx karl,la cuestión judía (y otros escritos),1845,1844.0,1.0,alta,"""La cuestión judía"" y la ""Introducción a la crítica de la filosofía del derecho de Hegel"" fueron publicadas en 1844 en los Anales Franco-Alemanes. Las ""Tesis sobre Feuerbach"" fueron escritas en 1845 y"
marx karl,la ideología alemana,1982,1888.0,94.0,alta,"Las ""Tesis sobre Feuerbach"" fueron escritas por Marx en 1845 como un esbozo para ""La ideología alemana"", pero no se publicaron en vida de Marx. Fueron publicadas por primera vez por Friedrich Engels e"
marx karl,nc,2019,1852.0,167.0,alta,"""El 18 Brumario de Luis Bonaparte"" se publicó originalmente en 1852 en la revista ""Die Revolution"" en alemán. Los ""Manuscritos económico-filosóficos de 1844"" fueron escritos en 1844, pero su primera p"
boas franz,american anthropologist,1889,1889.0,0.0,alta,"El artículo ""On Alternating Sounds"" de Franz Boas fue publicado originalmente en el *American Anthropologist*, Volumen 2, en 1889."
boas franz,antropología cultural,1993,1920.0,73.0,alta,"El artículo ""Los métodos de la etnología"" de Franz Boas fue publicado originalmente en inglés como ""The Methods of Ethnology"" en el American Anthropologist, New Series, Vol. 22, No. 4, en octubre-dici"
boas franz,arte primitivo,1947,1927.0,20.0,alta,"La obra ""Primitive Art"" de Franz Boas fue publicada originalmente en inglés en 1927 por H. Aschehoug & Co. en Oslo y Harvard University Press en Cambridge, Mass."
boas franz,cuestiones fundamentales de antropología cultural,1947,1911.0,36.0,alta,"La obra ""Cuestiones fundamentales de antropología cultural"" de Franz Boas es una traducción de ""The Mind of Primitive Man"", cuya primera publicación original fue en inglés en 1911."
boas franz,"race, language and cultur",1968,1940.0,28.0,alta,"""Race, Language, and Culture"" de Franz Boas es una compilación de artículos y ensayos publicados originalmente en 1940. Los capítulos ""El estudio de la geografía"" y ""La organización de los Kwakiutl"" s"
boas franz,the nation,1938,1938.0,0.0,alta,"""El credo de un antropólogo"" de Franz Boas fue publicado en The Nation en 1938."
wallerstein immanuel,capitalismo histórico y movimientos antisistémicos. un análisis de sistemas-mundo,2012,1983.0,29.0,alta,"""Capitalismo histórico"" se publicó originalmente en inglés en 1983. El libro ""Capitalismo histórico y movimientos antisistémicos"" es una compilación posterior que incluye este texto y otros."
wallerstein immanuel,"el moderno sistema mundial, la agricultura capitalista y los orígenes de la economía-mundo europea en el siglo xvi",1979,1974.0,5.0,alta,"La primera edición original en inglés de ""The Modern World-System, Vol. I: Capitalist Agriculture and the Origins of the European World-Economy in the Sixteenth Century"" de Immanuel Wallerstein fue pu"
weber max,economía y sociedad,1964,1922.0,42.0,alta,"""Economía y Sociedad"" de Max Weber fue publicada póstumamente en alemán en 1922."
weber max,economía y sociedad. esbozo de sociología comprensiva,1996,1921.0,75.0,alta,La obra fue publicada póstumamente en alemán entre 1921 y 1922 por su esposa Marianne Weber.
weber max,el político y el científico,2010,1919.0,91.0,alta,"""La ciencia como vocación"" fue una conferencia de 1917 publicada en 1919, y ""La política como vocación"" fue una conferencia de 1919 publicada el mismo año. Ambas se publicaron juntas en alemán en 1919"
weber max,ensayos sobre metodología sociológica,2001,1904.0,97.0,alta,"El capítulo ""La ""objetividad"" cognoscitiva de la ciencia social y de la política social"" fue publicado originalmente como un ensayo por Max Weber en alemán en 1904 en la revista ""Archiv für Sozialwiss"
weber max,ensayos sobre sociología de la religión,1987,1920.0,67.0,alta,"La obra ""Gesammelte Aufsätze zur Religionssoziologie"" (Ensayos sobre sociología de la religión) de Max Weber fue publicada póstumamente en alemán en 3 volúmenes entre 1920 y 1921. El capítulo ""Excurso"
durkheim emile,lecciones de sociología,2003,1950.0,53.0,alta,"La obra ""Leçons de sociologie. Physique des mœurs et du droit"" de Émile Durkheim, que incluye las lecciones 4 y 5, fue publicada por primera vez en 1950 por la Facultad de Derecho de la Universidad de"
dahl robert,enciclopedia internacional de las ciencias sociales,1974,1968.0,6.0,alta,"El artículo ""Power"" de Robert Dahl fue publicado en la ""International Encyclopedia of the Social Sciences"", cuya primera edición original en inglés es de 1968."
"da matta roberto, seeger anthony, viveiros de castro eduardo",boletim do museu nacional,1979,1979.0,0.0,alta,"El artículo ""A construção da pessoa nas sociedades indígenas brasileiras"" de Seeger, da Matta y Viveiros de Castro fue publicado originalmente en el Boletim do Museu Nacional, Série Antropologia, n. 3"
de heusch luc,estructura y praxis,1973,1971.0,2.0,alta,"El capítulo ""Possession et chamanisme"" de Luc de Heusch fue publicado originalmente en francés en 1971, dentro de su obra ""Pourquoi l'épouser? Et autres essais"". La edición de Siglo XXI Editores de 19"
derrida jacques,la escritura y la diferencia,1989,1967.0,22.0,alta,"""La escritura y la diferencia"" (L'écriture et la différence) de Jacques Derrida fue publicada originalmente en francés en 1967. El capítulo ""La estructura, el signo y el juego en el discurso de las ci"
"de ípola emilio, juan carlos portantiero",investigaciones políticas,1989,1981.0,8.0,alta,"El capítulo ""Lo nacional-popular y los populismos realmente existentes"" fue publicado originalmente en la revista Nueva Sociedad en 1981. El libro ""Investigaciones políticas"" de Emilio de Ípola, que i"
de ípola emilio,ideología y discurso populista,1983,1979.0,4.0,alta,"El capítulo ""'Desde estos mismos balcones...' nota sobre el discurso de Perón del 17 de octubre de 1945"" fue publicado originalmente en la revista Controversia en diciembre de 1979. Posteriormente, fu"
douglas mary,pureza y peligro. un análisis de los conceptos de contaminación y tabú,1973,1966.0,7.0,alta,"La obra ""Purity and Danger: An Analysis of Concepts of Pollution and Taboo"" de Mary Douglas fue publicada originalmente en inglés en 1966."
dillard dudley,nc,1973,1948.0,25.0,alta,"La obra ""The Economics of John Maynard Keynes: The Theory of Monetary Economy"" de Dudley Dillard fue publicada originalmente en inglés en octubre de 1948 por Prentice-Hall, Inc.."
dickens charles,tiempos difíciles,1854,1854.0,0.0,alta,"La novela ""Tiempos Difíciles"" de Charles Dickens se publicó por primera vez en entregas semanales entre abril y agosto de 1854, y luego en formato de libro en el mismo año."
cortazar augusto,nc,1949,1949.0,0.0,alta,"Múltiples fuentes indican que la primera edición original de ""El carnaval en el folklore calchaquí"" de Augusto Raúl Cortazar fue publicada por Editorial Sudamericana en 1949."
