nombre_autor,genero,pais_nacimiento,region,fecha_nacimiento,fecha_muerte,disciplina,institucion,ciudad_institucion,fuente_principal,confianza,requiere_revision,wikidata_id,openalex_id,notas,pais_institucion
arias cora,femenino,Argentina,Argentina,1976,,Sociología,CONICET / Universidad de Buenos Aires,"Buenos Aires, San Martín",gemini+web,media-alta,False,,https://openalex.org/A5073247726,"El género se infiere del nombre 'Cora' y de su identificación como 'Doctora en Ciencias Sociales, Investigadora Adjunta de CONICET' y 'docente de la UBA'. Su fecha de nacimiento es el 14 de marzo de 1976. Es investigadora adjunta del CONICET y ha obtenido su Doctorado en Ciencias Sociales y Licenciatura en Ciencia Política en la Universidad de Buenos Aires. Su lugar de trabajo es el Centro de Estudios de la Sociedad Digital, que depende de la Escuela Interdisciplinaria de Altos Estudios Sociales (IDAES) de la Universidad Nacional de San Martín. Su disciplina principal es la Sociología, con especialidad en sociología política, estudios del trabajo y sindicalismo. Aunque una fuente menciona que nació en 1976, no se especifica el país de nacimiento en esa fuente. Sin embargo, al ser investigadora del CONICET y docente de universidades argentinas, y dado el contexto adicional proporcionado sobre el currículum universitario argentino, se infiere que su país de nacimiento es Argentina. Además, sus investigaciones se centran en el impacto de las tecnologías digitales en los procesos de trabajo en Argentina.",Argentina
arias valencia maria mercedes,femenino,Colombia,Latinoamérica,desconocido,,Enfermería,"Universidad de Antioquia, Pontificia Universidad Javeriana, Fundação Oswaldo Cruz","Medellín, Bogotá",gemini+web,media-alta,False,,https://openalex.org/A5110273991,"El género se infiere por el nombre 'Maria Mercedes' y por la constante referencia a ella como 'profesora' y 'enfermera' en las fuentes. Su país de nacimiento es Colombia, ya que se menciona que obtuvo su título de Licenciada en Enfermería y Magíster en Salud Pública en la Universidad de Antioquia, Medellín (Colombia), y es profesora e investigadora en la Universidad de Antioquia, Colombia. También se la identifica como enfermera de la Pontificia Universidad Javeriana y de la Universidad Nacional de Colombia. No se encontró información explícita sobre su fecha de nacimiento. La disciplina principal es Enfermería, ya que se la describe como enfermera, licenciada en enfermería, magíster en enfermería y profesora de la Facultad de Enfermería. Además, sus publicaciones y líneas de investigación están fuertemente ligadas a esta área, incluyendo temas de investigación cualitativa en enfermería y salud pública. También se menciona que tiene un doctorado en Ciencias en el área de salud pública por la Fundação Oswaldo Cruz (Fiocruz) en Brasil. Sus instituciones principales son la Universidad de Antioquia, la Pontificia Universidad Javeriana y la Fundação Oswaldo Cruz.",Colombia
aristóteles,masculino,Grecia,Europa,384 a.C.,322 a.C.,Filosofía,"Academia de Platón, Liceo","Atenas, Buenos Aires",openalex,media,False,,https://openalex.org/A5060375992,"Aristóteles nació en Estagira, una ciudad en el norte de Grecia (Macedonia) en el año 384 a.C.. Falleció en el año 322 a.C.. Su género es masculino, como se desprende de todas las biografías y referencias históricas. Fue discípulo de Platón en la Academia y luego fundó su propia escuela, el Liceo. Aunque se interesó en diversas ramas del saber, su disciplina principal es la Filosofía.","Grecia, Argentina"
arnold denise,femenino,Reino Unido,Anglosajón,1948,,Antropología,University College London,Londres,wikidata,alta,False,Q91746677,https://openalex.org/A5061800760,"Denise Y. Arnold es identificada como mujer en todas las fuentes. Nació en Londres, Reino Unido en 1948. Es antropóloga anglo-boliviana y ha sido nombrada Full Professor en Birkbeck, Universidad de Londres, en 1999. Actualmente es Senior Research Fellow en University College London y dirige el Instituto de Lengua y Cultura Aymara en La Paz, Bolivia. Su investigación se centra en la cultura, sociedad e historia en los Andes, con un interés particular en los textiles como expresiones del pensamiento amerindio tridimensional y las lenguas visuales en los Andes.",Reino Unido
arnoux elvira,femenino,Argentina,Argentina,1946,,"Lingüística, Análisis del Discurso, Glotopolítica, Sociología del Lenguaje",Universidad de Buenos Aires,Buenos Aires,openalex,media,False,,https://openalex.org/A5006872545,"Elvira Arnoux es identificada como 'lingüista, docente e investigadora argentina' en múltiples fuentes, lo que confirma su nacionalidad y género. Su fecha de nacimiento es el 22 de octubre de 1946. Es profesora emérita de la Universidad de Buenos Aires y ha dirigido la Maestría en Análisis del Discurso en la Facultad de Filosofía y Letras, así como el Instituto de Lingüística. Sus áreas de investigación incluyen glotopolítica, análisis del discurso, estudios de idiomas y sociología del lenguaje, lo que la ubica específicamente dentro de la Lingüística y sus subdisciplinas.",Argentina
arribas victoria,femenino,España,Europa,1972,,Antropología,"Universidad de Buenos Aires, Universidad de Salamanca","Buenos Aires, Salamanca",openalex,media,False,,https://openalex.org/A5076089998,"Se identifica a Victoria Arribas como coautora del libro 'Constructores de otredad: una introducción a la antropología social y cultural', publicado por EUDEBA en 1998 y por Editorial Antropofagia en 2004, lo que la vincula directamente con la disciplina de Antropología y con el contexto universitario argentino. También se menciona que es Jefe de Trabajos Prácticos en Antropología Sistemática II (Sistemas Económicos) en la UBA. Se encuentra una Victoria Arribas Roldán, licenciada en Historia del Arte por la Universidad de Salamanca (1994-1998), lo que sugiere un año de nacimiento alrededor de 1972 (asumiendo una edad típica de finalización de carrera). Varias fuentes la identifican como española y con actividad en Madrid. El género se infiere del nombre 'Victoria' y de la forma en que se refieren a ella en las distintas fuentes. No se encontró información sobre su fecha de muerte, por lo que se asume que vive.","Argentina, España"
arrighi giovanni,masculino,Reino De Italia,Europa,1937,2009,Economía,Johns Hopkins University,Binghamton,wikidata,alta,False,Q375310,,,Estados Unidos
artaud helène,femenino,Francia,Europa,1981,,Antropología Social,Muséum national d'Histoire naturelle,París,openalex,media,False,,https://openalex.org/A5050582598,"Hélène Artaud es identificada como mujer por su nombre y por el uso de pronombres femeninos en todas las fuentes consultadas. Nació el 1 de mayo de 1981 en Agadir, Marruecos. Es Doctora en Antropología Social de la EHESS y Profesora en Humanidades Oceánicas en el Muséum national d'Histoire naturelle. Sus investigaciones se centran en la antropología marítima, la antropología de los sentidos y la percepción del medio ambiente, los saberes locales y la historia ambiental. Ha publicado 'Sobre una antropología sensible del mar' en 2012.",Francia
aruguete natalia,femenino,Argentina,Argentina,1974,,"Ciencias Sociales, Comunicación Política, Sociología Económica","Universidad Nacional de Quilmes, CONICET, Universidad Austral","Bernal, Buenos Aires, Pilar",gemini+web,media-alta,False,,https://openalex.org/A5107295446,"Natalia Aruguete es identificada como mujer por su nombre y por las referencias en los artículos. Nació en 1974 según una fuente. Es argentina, ya que se menciona que nunca abandonó el conurbano bonaerense y que piensa en lo feliz que la hizo Argentina. Su disciplina principal es Sociología, ya que tiene una Maestría en Sociología Económica y es Doctora en Ciencias Sociales y Humanas, y también Comunicación Social, siendo Licenciada en Ciencias de la Comunicación y sus investigaciones se centran en el análisis de medios de comunicación, comunicación política y redes sociales. Trabaja como profesora en la Universidad Nacional de Quilmes y la Universidad Austral, y es investigadora del CONICET.",Argentina
assusa gonzalo,masculino,Argentina,Argentina,1987,,"Sociología, Antropología",Universidad Nacional de Córdoba,Córdoba,openalex,media,False,,https://openalex.org/A5077252519,"Gonzalo Assusa es identificado como masculino por su nombre y por la forma en que se refieren a él en diversas fuentes. Nació en Córdoba, Argentina en 1987. Es Licenciado en Sociología y Doctor en Ciencias Antropológicas, lo que indica sus disciplinas principales. Trabaja como investigador en CONICET y es profesor en la Universidad Nacional de Córdoba (UNC).",Argentina
atkinson paul,masculino,Reino Unido,Anglosajón,1946,,Sociología,Cardiff University School of Social Sciences,Cardiff,wikidata,alta,False,Q106638442,,,Reino Unido
augé marc,masculino,Francia,Europa,1935,2023,Antropología,École des Hautes Études en Sciences Sociales (EHESS),París,wikidata,alta,False,Q706078,,,Francia
auyero javier,masculino,Argentina,Argentina,1966,,Sociología,University of Texas at Austin,Austin,wikidata,alta,False,Q109557918,https://openalex.org/A5051525798,"Javier Auyero es un autor académico masculino. Nació en Lomas de Zamora, Buenos Aires, Argentina, y vivió en Banfield (Buenos Aires) la mitad de su vida, residiendo en Estados Unidos desde 1992. Su fecha de nacimiento es el 20 de junio de 1966. Es profesor de Sociología en la Universidad de Texas en Austin y profesor investigador Ikerbasque en la Universidad del País Vasco. Obtuvo su Licenciatura en Sociología en la Universidad de Buenos Aires y su Ph.D. en Sociología en The New School for Social Research. Sus áreas de investigación incluyen marginalidad urbana, etnografía política, sociología política, acción colectiva y violencia colectiva.",Estados Unidos
ayerdi cecilia,femenino,Argentina,Argentina,desconocido,,Antropología Social,Universidad de Buenos Aires,Buenos Aires,openalex,media,False,,https://openalex.org/A5014170157,"El género se infiere como femenino por el nombre 'Cecilia' y por su aparición en documentos y videos donde se la identifica como 'Coordinadora del Equipo Argentino de Antropología Forense'. Su país de nacimiento se infiere como Argentina, ya que se menciona su secuestro en Argentina en 1978 y su rol en el Equipo Argentino de Antropología Forense. No se encontró información sobre su fecha de nacimiento. La disciplina se determina como Antropología, dado que es coautora de publicaciones como 'Canibalismo y pobreza' y 'Canibalismo y necesidad extrema: la construcción antropológica de la alimentación humana ante casos de necesidad extrema', y es coordinadora del Equipo Argentino de Antropología Forense.",Argentina
aymá ana,femenino,Argentina,Argentina,desconocido,,"Comunicación Social, Ciencias Sociales, Lingüística, Semiótica, Análisis del Discurso",Universidad Nacional de Quilmes,Quilmes,wikidata,alta,False,Q96938243,https://openalex.org/A5053628373,"Ana Aymá es Doctora en Ciencias Sociales (UNGS/IDES) y Licenciada en Comunicación Social (UNER). Se desempeña como Profesora Investigadora Adjunta en la Universidad Nacional de Quilmes. Su nombre 'Ana' es comúnmente femenino en español. Su trabajo se centra en el análisis del discurso, el género, el discurso político y los medios de comunicación, lo que la ubica en el campo de las Ciencias Sociales, Comunicación Social, Lingüística y Semiótica. No se encontró información sobre su fecha de nacimiento o muerte.",Argentina
